,Cond1,Cond2,Cond3,Cond4,Cond5,Cond6,Cond7,Cond8,Cond9,Cond10,Cond11,Cond12,Cond13,Cond14,Cond15,Cond16,Cond17,Cond18,Cond19,Cond20,Cond21,Cond22,Cond23,Cond24,Cond25
Gene1,7.49080237694725,19.01428612819832,14.639878836228101,11.973169683940732,3.1203728088487304,3.119890406724053,1.1616722433639892,17.323522915498703,12.022300234864176,14.161451555920909,0.41168988591604894,19.398197043239886,16.648852816008436,4.246782213565523,3.6364993441420124,3.6680901970686763,6.0848448591907545,10.495128632644757,8.638900372842315,5.824582803960839,12.23705789444759,2.7898772130408367,5.842892970704363,7.327236865873834,9.12139968434072
Gene2,15.703519227860273,3.9934756431671947,10.284688768272233,11.84829137724085,0.9290082543999545,12.150897038028766,3.4104824737458306,1.3010318597055903,18.977710745066666,19.312640661491187,16.16794696232922,6.092275383467413,1.9534422801276774,13.684660530243137,8.803049874792027,2.4407646968955765,9.903538202225404,0.6877704223043679,18.186408041575643,5.175599632000338,13.25044568707964,6.2342215217882195,10.401360423556216,10.934205586865593,3.697089110510541
Gene3,19.391692555291172,15.502656467222291,18.789978831283783,17.896547008552975,11.957999576221702,18.437484700462335,1.76985004103839,3.919657248382904,0.9045457782107613,6.506606615265287,7.773545793789641,5.426980635477918,16.57475018303859,7.135066533871786,5.618690193747615,10.85392166316497,2.818484499495253,16.043939615080795,1.4910128735954165,19.737738732010346,15.444895385933147,3.974313630683448,0.11044234247204798,16.309228569096682,14.137146876952343
Gene4,14.580143360819747,15.425406933718914,1.4808930346818072,7.169314570885453,2.3173811905025943,17.26206851751187,12.465962536551158,6.617960497052984,1.2711670057204727,6.219646434313244,6.503666440534941,14.59212356676128,12.751149427104263,17.74425485152653,9.444298503238986,2.391884918766034,14.2648957444599,15.215700972337949,11.225543951389925,15.41934359909122,9.875911927287815,10.454656587639882,8.550820367170992,0.5083825348819038,2.157828539866089
Gene5,0.628583713734685,12.728208225275608,6.287119621526534,10.171413823294056,18.15132947852186,4.985844582977499,8.207658460712594,15.111022770860973,4.575963309832449,1.5395981965758598,5.795029058275361,3.2244257450800884,18.59395304685146,16.16240759128834,12.66807513020847,17.429211803754356,16.07344153798229,3.7314011777207168,17.851179969799556,10.786844838313014,16.14880310328125,17.921825998469863,6.3600694994372775,2.201038490553535,4.558703250838834
Gene6,8.542155772525126,16.36029531844986,17.214611665126867,0.13904261062381407,10.214946051551316,8.34822006297558,4.442156209414605,2.397307346673656,6.752303428072559,18.858194078250385,6.464058640415105,10.375812434867322,14.060379177903556,7.27259204758588,19.435641654419214,19.248945898842223,5.035645916507283,9.94497011784771,6.017566196335393,5.696809887549352,0.7377389470906559,12.191286679597937,10.05358046457723,1.029575024999787,5.572929284732229
Gene7,18.165317719333075,4.791237813339448,2.897897441824462,9.78905520555126,19.713009082212015,4.841105430230009,13.442710948117572,15.23239230657435,4.752750879847993,14.564326972237192,7.355662654385064,12.646116611871589,12.670594215217895,10.71549368149517,1.805795401088166,16.70604991178476,6.415601299434717,3.7303702079970846,0.8155028310952783,11.817858863764837,13.55128723684565,0.33175657855712304,10.24186116598562,4.529915503958759,12.903455808188998
Gene8,3.487328580099829,13.81875476204932,7.734706926010748,18.73459977473469,2.750418882919865,6.82132702100517,2.2694704248117814,18.493872365571256,17.54678706761962,5.158832554303112,13.19968092068358,16.344444004024318,11.104016231989247,10.59301156712013,4.837045818009034,1.8620553561179842,17.944315159066534,18.008361143266608,12.66202914546536,6.780595820974014,6.984191492253218,14.519113577404788,17.942205199051543,17.741728485302346,15.597510917152476
Gene9,12.840632923085755,1.6827992999009767,3.2325742818922754,17.971083770541586,12.128581193191799,0.18394103233259296,2.029430857320642,13.270035382161115,0.10123167692437374,3.216161028349973,10.974675787331723,13.837903953853864,13.039225190052012,4.485386189211196,14.243584426950717,4.744981749936001,6.5079939631853545,14.929828102360483,12.992657980944294,16.98446820988356,13.152257846006867,11.366172066709431,1.8734953565618495,7.354316061188671,5.304047353634509
Gene10,4.8797928675816715,19.460211095048912,7.861954493335208,17.840931103542268,12.622772519945258,15.896226070832968,10.052741862103842,11.538077692527182,9.850353876377278,3.90485975596089,14.449042305230106,5.615447248817116,0.4863193286290768,12.909445918143357,3.542213588140979,18.809171687058285,19.078571540051747,18.29728780440897,7.4031740051088875,0.30913233057734857,18.566371251754507,8.563682966346287,19.333096380873393,19.272399541785056,17.060189109347203
